15474 39539 1
737 39539 2
36666 4045 7
2305 26553 20
1787 8387 7
28623 4045 2
25201 39539 181
548 26553 6
39662 8387 2
5673 4045 394
33516 8387 9
36360 8387 4
12147 8387 6
11044 39539 8
13500 26553 2
20891 39539 2
7994 4045 56
3578 4045 16
16217 11694 172
31247 39539 1
17655 39539 1238
4161 26553 3
39643 39539 2
8656 4045 2
15267 4045 17
14407 26553 2
11866 4045 2
16487 4045 1
33184 39539 1
33936 4045 1
32236 26553 4
19868 4045 27
10389 26553 68
22134 26553 399
6454 4045 2
26658 4045 2
14832 26553 3
32548 30278 1
33070 4045 16
11678 26553 13
10397 4045 1
11502 26553 2
10988 26553 2
10543 39539 2
7924 39539 2
8237 8387 1
36086 4045 2
23406 39539 1
29297 4045 70
25909 4045 3
26652 39539 1
34438 4045 8
22016 4045 33
11986 26553 3
39389 39539 9
30298 26553 7
39223 26553 1
35449 26553 3
15261 39539 2
16035 26553 2
30010 4045 5
31076 4045 38
32939 8387 1
13923 26553 14
24880 39539 1
21292 4045 20
21687 39539 2
16923 4045 1
31030 8387 9
26593 39539 2
36690 39539 1
18167 39539 14
13617 39539 11
27109 4045 6
18273 26553 7
7089 39539 3
31147 4045 2
30848 26553 3
7861 26553 1
10533 26553 92
14860 4045 8
33344 4045 98
28220 39539 1
23251 4045 14
34227 8387 29
4726 4045 2
1852 4045 2
10086 39539 2
11309 4045 395
27942 39539 1
28920 26553 147
13541 4045 35
32454 39539 2
11713 4045 2
28690 26553 4
16714 39539 2
19650 39539 6
19494 8387 4
19743 39539 1
23294 4045 38
33607 39539 37
20056 26553 38
3800 26553 1
18923 39539 1
4781 4045 12
13160 39539 3
1284 4045 3
37156 4045 3
9959 4045 2
16760 39539 2
19230 8387 1
12331 26553 1
28921 8387 4
23640 26553 34
17741 4045 90
36018 4045 29
20637 26553 5
20641 26553 78
5729 39539 8
5728 39539 3
23195 4045 2
16060 4045 4
20951 4045 19
9600 26553 11
31894 39539 2
39855 4045 5
27016 39539 1
19383 8387 2
4193 28056 2
4397 26553 2
36541 4045 2
40003 8387 11
24538 4045 2
10075 4045 2
31571 28056 2
37232 26553 1
14309 26553 252
9609 26553 7
31434 4045 2
27439 26553 2
1588 26553 106
39558 39539 2
13239 39539 3
10834 4045 174
5339 8387 1
12406 26553 14
33077 26553 50
5335 8387 2
25205 26553 7
17539 39539 6
11865 4045 199
17536 39539 4
36889 4045 2
17540 39539 2
9099 28056 1
26475 26553 62
2940 8387 25
13409 26553 2
17233 39539 1
38905 4045 1
23053 4045 2
20684 8387 2
437 4045 2
29456 8387 1
19826 4045 2
33384 39539 1
40017 39539 5
31026 28056 2
24646 4045 8
21243 4045 27
31161 4045 2
4117 26553 7
18035 26553 7
25351 39539 1
36349 4045 76
2813 26553 192
2812 26553 2
34125 4045 4
31025 8387 13
24300 39539 1
15438 39539 1
26007 8387 2
3190 4045 3
3054 39539 1
2501 4045 1
21831 8387 36
2856 4045 2
33182 26553 5
33558 39539 1
21222 4045 57
11083 26553 2
18995 28056 5
24462 4045 24
6418 4045 2
6183 39539 2
3646 39539 2
34632 4045 49
25327 28056 1
28118 26553 3
25979 4045 1
16336 26553 3
26657 26553 12
16877 4045 2
21413 26553 2
3821 8387 2
12740 26553 7
2822 26553 3
11239 8387 1
4929 26553 2
2288 39539 2
21960 4045 3
34171 39539 8
6144 26553 1
13936 28056 1
5386 39539 27
24282 4045 3
24216 28056 1
39772 39539 8
7592 4045 2
13936 8387 26
19684 28056 1
14845 8387 13
9585 26553 2
21209 39539 2
31596 8387 2
26599 26553 2
31283 4045 5
31282 4045 3
16638 26553 12
19942 26553 5
16137 4045 3
16135 4045 1
7668 4045 1
25842 8387 1
29208 26553 2
27578 39539 8
5220 4045 10
29584 39539 76
9349 39539 1
33690 39539 2
12032 28056 114
34623 39539 1
31464 4045 13
29639 39539 2
29850 26553 3
33179 4045 8
23645 26553 2
15795 4045 9
24010 8387 5
26773 4045 2
9035 8387 86
8959 39539 1
6430 39539 1
39994 8387 2
9765 8387 3
29287 39539 2
28555 26553 20
33873 8387 2
21344 8387 14
6848 26553 10
17657 39539 1
1172 8387 1
2780 28056 10
19211 39539 1
15962 4045 12
33874 28056 20
39529 39539 2
9042 39539 2
21074 4045 1
39243 26553 31
3330 26553 30
6945 26553 2
33741 26553 390
2395 4045 374
11942 26553 4
22955 26553 1
23549 4045 12
18323 8387 1
14761 39539 1
37435 8387 8
21802 26553 14
6135 26553 33
7220 4045 2
16155 39539 1
842 8387 1
29188 26553 14
34368 4045 25
7986 4045 2
12796 8387 7
7682 26553 9
27371 4045 3
34461 39539 1
5425 4045 13
17740 39539 1
15302 4045 81
20153 4045 2
2083 26553 3
36016 4045 6
4490 26553 24
511 4045 93
3001 4045 17
8707 28056 8
22396 4045 3
18305 39539 2
12071 8387 4
30464 8387 34
39064 4045 8
6362 39539 3
12169 8387 3
17555 26553 10
34846 26553 19
32192 4045 1
3843 4045 4
2028 26553 6
14750 26553 3
3668 8387 9
10007 26553 64
3668 28056 7
30640 4045 1
39103 30278 1
12641 28056 16
17187 4045 7
23780 4045 1
15814 4045 2
31487 39539 4
34377 28056 1
30022 26553 3
6916 39539 17
29997 8387 1
15499 26553 4
11260 26553 8
12850 39539 10
8985 4045 4
32136 8387 4
37110 39539 18
30266 4045 83
1294 26553 2
14372 4045 4
16946 26553 14
39065 4045 1
23079 28056 602
32572 39539 49
15915 4045 6
3321 4045 9
8812 4045 9
8813 4045 89
23647 4045 223
37345 4045 23
14805 26553 25
